geneID,Gene_name,Chr,Start,End,Gene_length
FBgn0029736,CG4041,X,4915280,4918447,3167
FBgn0030662,Chsy,X,15585289,15593534,8245
FBgn0035978,UGP,3L,9350867,9358935,8068
FBgn0031530,Pgant2,2L,3404460,3426719,22259
FBgn0037100,CapaR,3L,21558974,21562181,3207
FBgn0032957,CG2225,2L,21663806,21677530,13724
FBgn0034417,CG15117,2R,19122231,19129300,7069
FBgn0031294,IA-2,2L,1008378,1048053,39675
FBgn0000542,ec,X,3811698,3857621,45923
FBgn0050372,Asap,2R,8114286,8123001,8715
FBgn0030844,ppk23,X,17566552,17569228,2676
FBgn0031536,Cog3,2L,3453697,3457064,3367
FBgn0039675,ppk21,3R,29664779,29666783,2004
FBgn0039676,ppk20,3R,29666814,29668877,2063
FBgn0020279,lig,2R,8067977,8078815,10838
FBgn0015777,nrv2,2L,6789770,6798862,9092
FBgn0052547,CG32547,X,18443027,18479487,36460
FBgn0037560,CR18228,3R,8260706,8261898,1192
FBgn0029105,alpha-Catr,2R,23957842,23961631,3789
FBgn0038570,Prx5,3R,18165442,18167273,1831
FBgn0038571,CG7215,3R,18165442,18167273,1831
FBgn0039308,CG11889,3R,25270209,25273267,3058
FBgn0039309,CG11891,3R,25270209,25273267,3058
FBgn0036170,CG11714,3L,11518798,11522713,3915
FBgn0031039,Shawn,X,19611526,19615617,4091
FBgn0031038,Tyler,X,19611526,19615617,4091
FBgn0053155,CG33155,2R,13954195,13955664,1469
FBgn0050481,mRpL53,2R,13954195,13955664,1469
FBgn0013576,mtd,3R,5270116,5350443,80327
FBgn0043002,Chrac-14,2L,8437405,8437996,591
FBgn0002887,mus201,2L,8438169,8442342,4173
FBgn0053095,CG33095,3R,25097672,25102146,4474
FBgn0053267,CG33267,3L,11564483,11572796,8313
FBgn0065047,snoRNA:U3:54Ab,2R,17145617,17145826,209
FBgn0032538,Vajk2,2L,13932559,13934692,2133
FBgn0065080,snoRNA:Me18S-A1374,3R,19586196,19586263,67
FBgn0065070,snoRNA:291,3R,28812568,28812641,73
FBgn0053639,CG33639,X,18210812,18226076,15264
FBgn0029948,CheA7a,X,7378140,7378953,813
FBgn0053640,CG33640,2L,13527841,13528537,696
FBgn0053641,CG33641,2L,13529042,13529821,779
FBgn0035253,Srrm234,3L,1654247,1665064,10817
FBgn0053647,CG33647,3L,19236360,19237057,697
FBgn0053648,CG33648,2L,14524312,14525656,1344
FBgn0064115,GatC,2L,13831482,13833105,1623
FBgn0004407,PolG2,2L,13831482,13833105,1623
FBgn0053653,Cadps,4,1230837,1271759,40922
FBgn0032364,CG4970,2L,11517391,11519783,2392
FBgn0053654,CG33654,3R,9582515,9583222,707
FBgn0034618,CG9485,2R,21312399,21319569,7170
FBgn0037555,Ada2b,3R,8236632,8240515,3883
FBgn0000153,b,2L,13821248,13823979,2731
FBgn0015609,CadN,2L,17647053,17778340,131287
FBgn0065101,sncRNA:204,X,13128596,13128630,34
FBgn0001223,Hsp22,3L,9372931,9374964,2033
FBgn0001228,CG4456,3L,9372722,9374964,2242
FBgn0065097,sncRNA:357,3L,5567885,5567961,76
FBgn0065092,sncRNA:438,3L,434855,434918,63
FBgn0065071,snoRNA:Or-CD10,X,6531635,6531701,66
FBgn0033380,Phax,2R,9114274,9116030,1756
FBgn0061359,Mvk,2R,12634166,12636141,1975
FBgn0061360,CG33672,2R,12634166,12636141,1975
FBgn0065053,snoRNA:Me18S-C1831,2L,4457603,4457674,71
FBgn0040608,CG14246,3R,26727314,26730117,2803
FBgn0039452,CG14245,3R,26728727,26729341,614
FBgn0067622,LSm-4,2L,10403197,10405203,2006
FBgn0032240,CG17768,2L,10403197,10405203,2006
FBgn0029859,CG15892,X,6293106,6294343,1237
FBgn0029860,CG15891,X,6294517,6295345,828
FBgn0029504,CHES-1-like,X,7682338,7709385,27047
FBgn0041775,tral,3L,12515059,12520954,5895
FBgn0003507,srp,3R,15986152,16004085,17933
FBgn0002524,lace,2L,15499127,15505018,5891
FBgn0037716,Son,3R,9578042,9581225,3183
FBgn0002522,lab,3R,6661427,6678590,17163
FBgn0065098,RNaseMRP:RNA,3R,23730048,23730429,381
FBgn0039157,Myo95E,3R,24154826,24161498,6672
FBgn0011676,Nos,2L,10804274,10837511,33237
FBgn0065088,sncRNA:641,3L,17668588,17668730,142
FBgn0065073,snoRNA:229,2R,23073829,23073968,139
FBgn0037913,fabp,3R,11559896,11567054,7158
FBgn0037912,sea,3R,11559896,11567054,7158
FBgn0032888,CheB38c,2L,20820089,20820867,778
FBgn0051221,CG31221,3R,19412689,19460311,47622
FBgn0031403,CG15387,2L,2225545,2226294,749
FBgn0065087,sncRNA:649,3R,12413388,12413446,58
FBgn0026239,gukh,3R,18984025,19022436,38411
FBgn0052423,shep,3L,5155821,5277944,122123
FBgn0033884,CG13344,2R,13861997,13864156,2159
FBgn0065055,snoRNA:Psi28S-2648,2L,8042189,8042350,161
FBgn0040233,cana,2L,11269780,11277846,8066
FBgn0052831,CG33695,2L,11278021,11279982,1961
FBgn0053696,CNMaR,3L,9644109,9659433,15324
FBgn0052843,Dh31-R,2R,13267798,13295927,28129
FBgn0016919,nompB,2L,21578292,21589423,11131
FBgn0065095,sncRNA:400,X,1558349,1558400,51
FBgn0036783,CheA75a,3L,18252088,18252846,758
FBgn0001624,dlg1,X,11369665,11409776,40111
FBgn0053700,CG33700,3L,9514119,9525544,11425
FBgn0053704,CG33704,2R,20950102,20951094,992
FBgn0065100,sncRNA:254,2L,21680670,21680700,30
FBgn0260455,CG10332,2R,23600914,23601773,859
FBgn0067903,IM18,2R,23600914,23601773,859
FBgn0065105,sncRNA:157,3R,27560928,27560970,42
FBgn0065084,sncRNA:763,X,19301703,19301873,170
FBgn0065096,sncRNA:359,2L,19403535,19403568,33
FBgn0064116,anox,X,21317936,21319296,1360
FBgn0064117,SLIRP1,X,21317936,21319296,1360
FBgn0260458,PGRP-LD,3L,5780051,5784685,4634
FBgn0044419,Pmi,3L,5780051,5784685,4634
FBgn0046874,Pif1B,3R,8774286,8801176,26890
FBgn0042182,CG18749,3R,8244055,8248054,3999
FBgn0064126,CG33722,3R,8244055,8248054,3999
FBgn0260439,Pp2A-29B,2L,8366038,8370090,4052
FBgn0014163,fax,3L,16402796,16411828,9032
FBgn0040076,primo-2,3R,13710017,13711835,1818
FBgn0051469,Argp,3R,13709159,13709939,780
FBgn0040077,primo-1,3R,13710017,13711835,1818
FBgn0037550,CG9667,3R,8125290,8126357,1067
FBgn0065104,sncRNA:158,2L,5206205,5206361,156
FBgn0036713,Mip,3L,17344947,17349666,4719
FBgn0014857,His3.3A,2L,5055058,5056149,1091
FBgn0034518,CG13430,2R,20550334,20552090,1756
FBgn0034519,BORCS7,2R,20550334,20552090,1756
FBgn0053137,CG33137,2R,13175395,13176075,680
FBgn0003742,tra2,2R,14602004,14604337,2333
FBgn0036789,AstC-R2,3L,18485137,18502557,17420
FBgn0035486,Gr64d,3L,4032062,4035703,3641
FBgn0045476,Gr64e,3L,4032141,4035703,3562
FBgn0038880,SIFaR,3R,21276664,21293998,17334
FBgn0065064,snoRNA:Psi28S-291,3R,11223571,11223790,219
FBgn0029890,Fum2,X,6681767,6683696,1929
FBgn0029891,Pink1,X,6683798,6687302,3504
FBgn0029888,ND-ASHI,X,6677262,6679118,1856
FBgn0005672,spi,2L,19567900,19577315,9415
FBgn0028377,gdl-ORF39,3L,15509445,15510837,1392
FBgn0001099,gdl,3L,15509445,15511047,1602
FBgn0051324,Cipc,3R,26106868,26130674,23806
FBgn0053774,CG33774,2R,9399753,9400329,576
FBgn0035497,CG14995,3L,4094343,4103256,8913
FBgn0050056,CG30056,2R,12562060,12562655,595
FBgn0053777,CG33777,3L,4554537,4555236,699
FBgn0065066,snoRNA:Me28S-A2564,3R,29863299,29863344,45
FBgn0065059,snoRNA:660,2R,20945970,20946065,95
FBgn0053784,CG33784,3R,10067905,10068572,667
FBgn0061362,Polr3K,2R,20642466,20643785,1319
FBgn0061361,Tcs1,2R,20642466,20643785,1319
FBgn0050462,ste24c,2R,16995991,16998594,2603
FBgn0050461,CG30461,2R,16995991,16998594,2603
FBgn0035197,CG9130,3L,1252012,1255986,3974
FBgn0035198,CG9133,3L,1252012,1255986,3974
FBgn0041720,snRNA:U2:34ABc,2L,13244370,13244561,191
FBgn0025643,CG3588,X,2919770,2924426,4656
FBgn0020912,Ptx1,3R,30912754,30930682,17928
FBgn0065083,sncRNA:765,2L,5193471,5193516,45
FBgn0063923,Kaz1-ORFB,3L,216625,218058,1433
FBgn0063924,Kaz1-ORFA,3L,216625,216931,306
FBgn0035239,CG18170,3L,1602954,1617355,14401
FBgn0035240,CG33791,3L,1602954,1617355,14401
FBgn0053792,CG33792,2R,12632674,12633454,780
FBgn0065081,sncRNA:838,3L,9716803,9716875,72
FBgn0065058,snoRNA:684,3L,5763345,5763422,77
FBgn0033693,CG13175,2R,12182639,12185506,2867
FBgn0039621,CG14518,3R,29024971,29026159,1188
FBgn0051072,Lerp,3R,26842462,26863130,20668
FBgn0032077,CG9515,2L,8941945,8943257,1312
FBgn0032076,Argl,2L,8939725,8942105,2380
FBgn0033652,ths,2R,11756817,11814424,57607
FBgn0001235,hth,3R,10507561,10639568,132007
FBgn0000056,Adhr,2L,14615552,14618902,3350
FBgn0053096,CG33096,3R,25097672,25102146,4474
FBgn0053867,His-Psi:CR33867,2L,21539129,21541127,1998
FBgn0053868,His2B:CG33868,2L,21537505,21538099,594
FBgn0028991,seq,2R,13176553,13190086,13533
FBgn0053914,CG33914,2R,7036768,7039050,2282
FBgn0065107,sncRNA:128,2L,5196035,5196097,62
FBgn0025455,CycT,3L,17551004,17557788,6784
FBgn0065102,sncRNA:184,2R,21335510,21335544,34
FBgn0065094,sncRNA:419,3R,12362916,12362989,73
FBgn0038683,CG11779,3R,19154097,19159878,5781
FBgn0038682,CG5835,3R,19148632,19153686,5054
FBgn0033628,CG13203,2R,11373607,11377109,3502
FBgn0033739,Dyb,2R,12437345,12452916,15571
FBgn0034081,CG10731,2R,16148812,16149795,983
FBgn0029175,sotv,2R,16145904,16148719,2815
FBgn0027358,Tim9b,X,19616663,19618537,1874
FBgn0031041,Pstk,X,19616663,19618537,1874
FBgn0003435,sm,2R,19517864,19631508,113644
FBgn0024251,bbx,X,21363028,21373145,10117
FBgn0024182,waw,X,21363028,21373145,10117
FBgn0031455,Snapin,2L,2758427,2759677,1250
FBgn0031454,HemK2,2L,2758427,2759677,1250
FBgn0053476,CG33476,2R,10409985,10410570,585
FBgn0038032,CG10096,3R,12390166,12395980,5814
FBgn0038033,CG10097,3R,12390166,12395980,5814
FBgn0052652,lncRNA:CR32652,X,12411018,12412181,1163
FBgn0051224,CG31224,3R,18650121,18659309,9188
FBgn0065048,snoRNA:U3:54Aa,2R,17143521,17143730,209
FBgn0011640,lark,3L,7339266,7341893,2627
FBgn0065099,snRNA:7SKa,3R,7474553,7474996,443
FBgn0053926,Srg3,3L,9443232,9446388,3156
FBgn0053927,CG33927,3R,4689951,4690608,657
FBgn0053928,CG33928,2L,17435891,17436600,709
FBgn0067311,CheB38b,2L,20816456,20817270,814
FBgn0024293,Spn43Ab,2R,7151662,7153642,1980
FBgn0033564,Pex6,2R,10879974,10883202,3228
FBgn0061356,Hao,2R,10883547,10884936,1389
FBgn0066304,Rpp20,X,19744431,19745898,1467
FBgn0066303,CG33932,X,19744431,19745898,1467
FBgn0260466,Indy-2,3R,20042757,20048716,5959
FBgn0064119,CG33934,3R,20042757,20048716,5959
FBgn0002709,mei-218,X,17135985,17142990,7005
FBgn0028581,mei-217,X,17136578,17142990,6412
FBgn0063127,lncRNA:CR33938,3R,6699560,6700164,604
FBgn0047095,CG33939,X,19171077,19174900,3823
FBgn0062928,hpRNA:CR33940,3L,19486745,19488439,1694
FBgn0062961,lncRNA:CR33942,2R,18711391,18711951,560
FBgn0047334,BG642312,3L,6232469,6233381,912
FBgn0046756,asRNA:CR33945,3R,31767973,31769423,1450
FBgn0047000,CG33946,3L,6220578,6220949,371
FBgn0083068,CG33947,3L,11096496,11098556,2060
FBgn0029153,Menl-2,2R,16414815,16419398,4583
FBgn0029154,Menl-1,2R,16414815,16419398,4583
FBgn0004507,Glyp,2L,2130813,2137296,6483
FBgn0053632,CG33632,2R,12522023,12522731,708
FBgn0040606,CG6503,3R,26424698,26425105,407
FBgn0066084,RpL41,2R,24903416,24903935,519
FBgn0083167,Neb-cGP,X,10460736,10461878,1142
FBgn0031414,eys,2L,2311680,2358944,47264
FBgn0034903,sona,2R,23753477,23798395,44918
FBgn0001297,kay,3R,29765995,29794113,28118
FBgn0030117,ric8b,X,9260697,9261332,635
FBgn0032763,CG17568,2L,19179749,19181702,1953
FBgn0024963,GluClalpha,3R,19730715,19775231,44516
FBgn0036210,CG14130,3L,11815444,11816710,1266
FBgn0032536,Ance-3,2L,13914725,13956188,41463
FBgn0032812,Hakai,2L,19580612,19582474,1862
FBgn0001149,GstD1,3R,12367817,12369268,1451
FBgn0035766,eco,3L,7335442,7339340,3898
FBgn0034314,nopo,2R,18180496,18182519,2023
FBgn0053958,CG33958,2R,18184382,18192851,8469
FBgn0034315,CG5721,2R,18182435,18184090,1655
FBgn0052803,Ldaf1,X,1900699,1901911,1212
FBgn0031191,Cp110,X,22482082,22487458,5376
FBgn0017579,RpL14,3L,8601006,8602392,1386
FBgn0031220,CG4822,2L,116970,121754,4784
FBgn0025388,Alms1a,X,4631052,4636004,4952
FBgn0025387,Alms1b,X,4627380,4630936,3556
FBgn0000152,Axs,X,16680089,16683895,3806
FBgn0003900,twi,2R,22985374,23048325,62951
FBgn0036685,CG6664,3L,17012886,17016180,3294
FBgn0030778,CG4678,X,16696131,16711145,15014
FBgn0013799,Deaf1,3L,19818174,19830686,12512
FBgn0032515,loqs,2L,13382652,13385671,3019
FBgn0052202,CG32202,3L,18682184,18682860,676
FBgn0050280,CG30280,2R,22113589,22114841,1252
FBgn0033712,mIF3,2R,12321238,12322797,1559
FBgn0027094,AlaRS,2L,8378262,8381764,3502
FBgn0039648,CG14515,3R,29197556,29199211,1655
FBgn0032551,CG18636,2L,14783301,14784598,1297
FBgn0031322,CG5001,2L,1185757,1196807,11050
FBgn0000277,CecA2,3R,30212156,30212568,412
FBgn0035945,CG5026,3L,8968528,8971752,3224
FBgn0031575,Cep97,2L,3867697,3871425,3728
FBgn0034165,CG6435,2R,16873772,16874977,1205
FBgn0034009,CG8155,2R,15317817,15322171,4354
FBgn0031995,CG8475,2L,8190808,8196918,6110
FBgn0036603,CG13062,3L,16314285,16315149,864
FBgn0036607,CG13059,3L,16323672,16324308,636
FBgn0004047,Yp3,X,13759546,13761547,2001
FBgn0067317,Cby,3R,21868003,21868770,767
FBgn0014464,Cp7Fa,X,8470888,8473087,2199
FBgn0025632,CG4313,X,2041868,2055414,13546
FBgn0011837,Tis11,X,12659415,12682560,23145
FBgn0053963,lncRNA:CR33963,X,12659462,12660632,1170
FBgn0036916,Mtr3,3L,19912405,19913715,1310
FBgn0011272,RpL13,2L,9967313,9968645,1332
FBgn0053964,CG33964,2R,12182639,12185506,2867
FBgn0033453,Sting,2R,9842686,9845512,2826
FBgn0010406,RNaseX25,3L,7970588,7972449,1861
FBgn0036493,CG7255,3L,15304255,15311195,6940
FBgn0003028,ovo,X,5048273,5070929,22656
FBgn0020372,TM4SF,2R,23878197,23880860,2663
FBgn0032896,CG14400,2L,20856987,20857891,904
FBgn0053965,CG33965,3L,1232882,1234015,1133
FBgn0053966,CG33966,3L,1234130,1235420,1290
FBgn0031726,Cyp6a16,2L,5620615,5623762,3147
FBgn0004828,His3.3B,X,9152523,9156669,4146
FBgn0053517,Dop2R,X,20004680,20062706,58026
FBgn0035021,CG4622,2R,24533374,24556300,22926
FBgn0035083,Tina-1,2R,24940625,24942413,1788
FBgn0037137,Nopp140,3L,21832774,21836685,3911
FBgn0010241,Mdr50,2R,14246966,14252597,5631
FBgn0002283,l(3)73Ah,3L,16588475,16590132,1657
FBgn0039020,CG17141,3R,22746446,22747599,1153
FBgn0038405,CG8927,3R,16181020,16186235,5215
FBgn0030863,CG8188,X,17698917,17703024,4107
FBgn0003687,Tbp,2R,21686192,21687642,1450
FBgn0051007,CG31007,3R,30991700,30992457,757
FBgn0032157,Etl1,2L,9908830,9912608,3778
FBgn0043841,vir-1,2L,12403270,12423439,20169
FBgn0010265,RpS13,2L,8363477,8364662,1185
FBgn0022893,Df31,2L,21626309,21629932,3623
FBgn0037385,glob3,3R,5830062,5831785,1723
FBgn0052857,CG32857,X,21615449,21617617,2168
FBgn0032391,escl,2L,11990927,11992848,1921
FBgn0036374,Spt20,3L,13502707,13511541,8834
FBgn0034566,CG9313,2R,20978901,20984043,5142
FBgn0031285,CG3662,2L,821289,824337,3048
FBgn0004050,z,X,2447769,2450550,2781
FBgn0004644,hh,3R,23128169,23141906,13737
FBgn0031765,CG9109,2L,6025870,6034423,8553
FBgn0030522,amrt,X,13782459,13783381,922
FBgn0028540,CG9008,2L,13774340,13780165,5825
FBgn0000459,disco,X,16210598,16216750,6152
FBgn0038980,Octbeta1R,3R,22497215,22520078,22863
FBgn0000529,bsh,2L,19765776,19769067,3291
FBgn0010607,l(2)05714,2L,4970135,4973921,3786
FBgn0003943,Ubi-p63E,3L,3899259,3903184,3925
FBgn0052072,Elo68alpha,3L,11101875,11103030,1155
FBgn0052056,scramb1,3L,10220483,10225240,4757
FBgn0035258,CG13931,3L,1700956,1702407,1451
FBgn0015773,NetA,X,14604012,14653928,49916
FBgn0003002,opa,3R,4852813,4869979,17166
FBgn0037326,CG14669,3R,5414527,5458394,43867
FBgn0004087,Dhfr,3R,16481167,16481878,711
FBgn0033631,Sod3,2R,11380347,11384114,3767
FBgn0000370,crc,2L,21310866,21319527,8661
FBgn0026433,Grip128,X,15468281,15472119,3838
FBgn0053969,CG33969,3L,20391685,20393553,1868
FBgn0004363,porin,2L,10847227,10850848,3621
FBgn0036680,Cpr73D,3L,16939100,16957689,18589
FBgn0013263,Trl,3L,14747929,14761049,13120
FBgn0036306,CG10973,3L,12753239,12754774,1535
FBgn0260479,CG31904,2L,7734415,7738809,4394
FBgn0038547,CG17803,3R,17798877,17801512,2635
FBgn0024941,RSG7,X,16838173,16844433,6260
FBgn0053970,osy,3R,26318355,26362588,44233
FBgn0014396,tim,2L,3493986,3508119,14133
FBgn0013765,cnn,2R,13439314,13450475,11161
FBgn0031270,CG13689,2L,602813,604430,1617
FBgn0016977,spen,2L,159032,203397,44365
FBgn0016930,Dyrk2,2L,14184478,14234126,49648
FBgn0031971,Sirup,2L,7998869,7999676,807
FBgn0010488,NAT1,2R,12915994,12923734,7740
FBgn0033781,CG13319,2R,12923904,12924664,760
FBgn0011205,fbl,3L,20384429,20391913,7484
FBgn0053971,Ir62a,3L,1529439,1531259,1820
FBgn0020381,Dredd,X,633622,635545,1923
FBgn0035209,msd1,3L,1331744,1332326,582
FBgn0037525,CG17816,3R,7855582,7886733,31151
FBgn0031623,Taf12L,2L,4700835,4701485,650
FBgn0004911,asRNA:Eig63F-2,3L,3934718,3935992,1274
FBgn0000406,Cyt-b5-r,2L,16788774,16790721,1947
FBgn0039544,CG12877,3R,27707100,27710857,3757
FBgn0014869,Pglym78,3R,29148248,29149901,1653
FBgn0013720,pck,X,1470666,1472325,1659
FBgn0003638,su(w[a]),X,1012779,1046040,33261
FBgn0000276,CecA1,3R,30210874,30211273,399
FBgn0010438,mtSSB,3R,16204194,16205250,1056
FBgn0021764,sdk,X,686834,749496,62662
FBgn0040099,lectin-28C,2L,7857077,7860120,3043
FBgn0004618,gl,3R,18367927,18372738,4811
FBgn0029854,CG3566,X,6274972,6276724,1752
FBgn0000278,CecB,3R,30213315,30213797,482
FBgn0038002,CG12256,3R,12225282,12226339,1057
FBgn0051274,CG31274,3R,16993016,16994532,1516
FBgn0038427,ema,3R,16436880,16441661,4781
FBgn0035976,PGRP-LC,3L,9338810,9348336,9526
FBgn0039454,CG14247,3R,26737610,26738593,983
FBgn0027514,CG1024,3R,6377349,6380328,2979
FBgn0038063,Octbeta2R,3R,12550625,12595725,45100
FBgn0053977,Dpm3,3R,13402559,13403051,492
FBgn0053978,CG33978,4,157575,175639,18064
FBgn0000551,Edg78E,3L,21296763,21297803,1040
FBgn0032130,brwl,2L,9568890,9573572,4682
FBgn0035879,GAPcenA,3L,8346561,8352279,5718
FBgn0035880,Culd,3L,8352355,8356296,3941
FBgn0001091,Gapdh1,2R,7791901,7793380,1479
FBgn0031261,nAChRbeta3,2L,545129,547096,1967
FBgn0031859,CG17377,2L,6801358,6802840,1482
FBgn0001125,Got2,2L,1984512,1987758,3246
FBgn0024983,CG4293,X,527941,530291,2350
FBgn0000640,Fbp2,2L,9426784,9427917,1133
FBgn0050087,CG30087,2R,15692448,15693751,1303
FBgn0053460,CG33460,2R,15694092,15695232,1140
FBgn0025741,PlexA,4,1009895,1027101,17206
FBgn0000044,Act57B,2R,20944021,20946431,2410
FBgn0034495,CG11788,2R,20274597,20276142,1545
FBgn0039925,Kif3C,4,1147466,1169239,21773
FBgn0033104,CG15237,2R,6809044,6809766,722
FBgn0026086,Adar,X,1773725,1788065,14340
FBgn0036203,Muc68D,3L,11767299,11772157,4858
FBgn0028741,fab1,2R,17773964,17781930,7966
FBgn0010339,128up,2R,12037298,12038851,1553
FBgn0053983,obst-H,3L,15528265,15529243,978
FBgn0003300,run,X,20690670,20697321,6651
FBgn0037635,CG9837,3R,8807679,8813579,5900
FBgn0040508,ACXC,2L,12912530,12916774,4244
FBgn0053987,lncRNA:CR33987,2L,22019208,22020254,1046
FBgn0028979,tio,2L,22019208,22025734,6526
FBgn0053988,Mid1,2R,24695378,24736657,41279
FBgn0052176,CG32176,3L,17433868,17437971,4103
FBgn0053082,Rpp21,X,1030758,1033119,2361
FBgn0032023,witty,2L,8338287,8342056,3769
FBgn0026575,hang,X,16422831,16438454,15623
FBgn0067905,Dso2,2R,20870392,20870678,286
FBgn0037812,CG18545,3R,10340949,10341668,719
FBgn0036793,CG4174,3L,18600150,18617943,17793
FBgn0036799,CG13380,3L,18600150,18617943,17793
FBgn0025637,SkpA,X,656114,657899,1785
FBgn0000552,Edg84A,3R,6684445,6685157,712
FBgn0032151,nAChRalpha6,2L,9793317,9886250,92933
FBgn0038575,CG7208,3R,18183656,18185715,2059
FBgn0043791,phu,3R,9494801,9496723,1922
FBgn0000055,Adh,2L,14615552,14618902,3350
FBgn0034978,CG3257,2R,24116792,24123263,6471
FBgn0039229,Saf-B,3R,24817464,24822350,4886
FBgn0032259,CG6144,2L,10488694,10490461,1767
FBgn0032815,CG10462,2L,19732080,19735980,3900
FBgn0052625,CG32625,X,13756164,13756826,662
FBgn0010240,Lcch3,X,15925105,15928529,3424
FBgn0029526,CR18166,X,479864,481826,1962
FBgn0003366,sev,X,11071441,11086299,14858
FBgn0041789,Pax,2L,19400753,19426596,25843
FBgn0035000,CG13578,2R,24377831,24378740,909
FBgn0013718,nuf,3L,14190870,14233250,42380
FBgn0030984,tgy,X,19125003,19127316,2313
FBgn0039736,CG7912,3R,30006034,30009189,3155
FBgn0022359,Sodh2,3R,10876384,10878257,1873
FBgn0024250,brk,X,7307939,7311132,3193
FBgn0020906,Jon25Bi,2L,4954279,4955144,865
FBgn0030336,CG1578,X,11808506,11816551,8045
FBgn0031762,CG9098,2L,6007364,6012338,4974
FBgn0000719,fog,X,22824317,22855194,30877
FBgn0030581,CG14408,X,14826867,14832033,5166
FBgn0050383,CG30383,2R,7823943,7825141,1198
FBgn0030874,Spt7,X,17850460,17851889,1429
FBgn0030262,Vago,X,11089290,11090219,929
FBgn0004643,Zw10,X,2604197,2606824,2627
FBgn0034997,CG3376,2R,24258013,24265213,7200
FBgn0000320,eya,2L,6527447,6546976,19529
FBgn0029836,CG5928,X,6067958,6069264,1306
FBgn0036599,CG13044,3L,16302490,16303178,688
FBgn0045842,yuri,2L,15257267,15264692,7425
FBgn0053093,CG33093,3R,22530694,22531922,1228
FBgn0027101,Dyrk3,4,1225089,1230713,5624
FBgn0039924,PIP4K,4,1192419,1196848,4429
FBgn0053993,Egfrap,3L,5933036,5950658,17622
FBgn0040344,Lztr1,X,922889,927582,4693
FBgn0034121,CG6262,2R,16359730,16363524,3794
FBgn0004463,Polr3B,2R,12039041,12042623,3582
FBgn0031515,CG9664,2L,3291245,3294706,3461
FBgn0053301,CG33301,2L,10049580,10051201,1621
FBgn0014903,CG14630,X,1031496,1033165,1669
FBgn0037046,CG10581,3L,21033554,21034203,649
FBgn0053995,CG33995,2L,5043270,5048365,5095
FBgn0034286,dpr13,2R,17975122,18007902,32780
FBgn0032955,CG2201,2L,21614232,21624080,9848
FBgn0050098,CG30098,2R,16354224,16355215,991
FBgn0032405,firl,2L,12063457,12066775,3318
FBgn0029608,CG3091,X,2252332,2254197,1865
FBgn0031637,mxt,2L,4841482,4847295,5813
FBgn0034139,CG4927,2R,16572082,16574154,2072
FBgn0030897,Frq1,X,18155369,18174744,19375
FBgn0031945,CG7191,2L,7767628,7775033,7405
FBgn0015664,Dref,2L,9964147,9967229,3082
FBgn0039592,CG14062,3R,28641585,28642891,1306
FBgn0053679,CG33679,2L,15058303,15059120,817
FBgn0053258,CG33258,3L,16082551,16083638,1087
FBgn0053544,Vkor,2R,16778365,16778994,629
FBgn0053998,CG33998,2R,18738492,18739143,651
FBgn0054001,CG34001,3L,10631079,10634612,3533
FBgn0054002,CG34002,3L,17858474,17860482,2008
FBgn0054003,NimB3,2L,13967464,13967985,521
FBgn0040658,CG13516,2R,22669145,22670622,1477
FBgn0053772,CG33772,3L,22651855,22652525,670
FBgn0053294,CR33294,3R,4186963,4196210,9247
FBgn0054007,CG34007,2L,20495030,20495758,728
FBgn0054008,CG34008,3R,20580683,20581522,839
FBgn0054010,Glyat,2L,8009603,8010652,1049
FBgn0054015,CG34015,X,16447568,16448302,734
FBgn0054027,CG34027,3R,25103670,25109032,5362
FBgn0054030,CG34030,3L,7073476,7075247,1771
FBgn0054034,CG34034,3R,21738345,21739110,765
FBgn0038156,side-IV,3R,13450590,13464184,13594
FBgn0053635,CG33635,2L,157836,158664,828
FBgn0053465,CG33465,2R,15819114,15821114,2000
FBgn0054039,CG34039,3L,14560000,14562613,2613
FBgn0065110,ppk10,2L,10450134,10452396,2262
FBgn0054044,lncRNA:CR34044,3R,13712469,13714204,1735
FBgn0054045,CG34045,2R,19330889,19335188,4299
FBgn0054054,CG34054,2R,11409810,11410438,628
FBgn0065108,ppk16,2L,9771155,9775030,3875
FBgn0065109,ppk11,2L,9771155,9775030,3875
FBgn0054056,CG34056,3L,895951,897364,1413
FBgn0054057,CG34057,3L,897380,898772,1392
FBgn0260453,CG17140,2L,10843014,10845664,2650
FBgn0260454,CG17139,2L,10843014,10845664,2650
FBgn0052529,Hers,X,19866146,19908108,41962
FBgn0013696,mt:tRNA:Ile-GAT,mitochondrion_genome,1,65,64
FBgn0013703,mt:tRNA:Gln-TTG,mitochondrion_genome,97,165,68
FBgn0013700,mt:tRNA:Met-CAT,mitochondrion_genome,171,239,68
